created,text,tweet_id,coordinates,lat,long,retwc,hashtag,username,usersince,followers,friends,authorid,authorloc,geoenable,source,is_usa_loc
2021-08-05 14:51:55,b'Click https://t.co/qaervgSIdo to support Organ Donation Awareness if interested.',1423295710624194560,,None,None,0,None,jason wagner,2009-01-19 02:54:36,2290,207,19168114,"St. Louis, MO USA",True,Twitter Web App,MO
2021-08-05 14:47:01,"b'Freedom is usual Q &amp; A fight style, and organ donation and the hand experience ever ongoing dramas'",1423294478060703757,,None,None,0,None,Rakyat | Ebooks,2016-10-23 22:15:47,117,2,790315810333995010,Malaysia,False,twt_msia_ebooks,
2021-08-05 14:45:28,"b'Today, Carolina Donor Services becomes HonorBridge!\xe2\x80\x8b\n\xe2\x80\x8b\nGiving the gift of organ and tissue helps heal and save live\xe2\x80\xa6 https://t.co/Nt7rUGodBj'",1423294087713759232,,None,None,4,None,HonorBridge,2018-07-18 15:27:46,208,311,1019604650822168577,"North Carolina, USA",False,Twitter Web App,NC
2021-08-05 14:43:59,b'@ritholtz Good news is that plenty of organ donation opportunities then\xe2\x80\xa6.',1423293713359376388,,None,None,0,None,Zach Spindle,2021-04-28 19:32:35,22,107,1387489758054686727,,False,Twitter for iPhone,
2021-08-05 14:35:32,b'RT @PatientClient: The NI Assembly Committee for Health would like to hear your views on the Organ and Tissue (Deemed Consent) Bill. The PC\xe2\x80\xa6',1423291585714810893,,None,None,3,None,Barry Turley,2012-10-01 09:51:07,690,989,856129909,Belfast,True,Twitter for iPhone,
2021-08-05 14:25:03,"b'Talking about the hard stuff is difficult, especially the conversation about the decision to be an organ, eye &amp; tis\xe2\x80\xa6 https://t.co/Zp3TR8SNDH'",1423288947854114816,,None,None,0,None,Donate Life Wyoming,2009-11-16 19:28:08,2065,1290,90464293,Wyoming,True,Hootsuite Inc.,WY
2021-08-05 14:25:03,"b'Talking about the hard stuff is difficult, especially the conversation about the decision to be an organ, eye &amp; tis\xe2\x80\xa6 https://t.co/eY7nwKTohH'",1423288947619229705,,None,None,1,None,Donate Life Colorado,2009-11-16 19:25:42,2765,1493,90463824,Colorado,True,Hootsuite Inc.,CO
2021-08-05 14:21:10,"b'RT @HHSGov: August marks National Minority Donor Awareness Month. Anyone in the U.S., regardless of ethnicity, can offer hope by registerin\xe2\x80\xa6'",1423287969742417920,,None,None,7,None,HHS Region IV,2011-11-22 17:18:23,2045,646,418859255,"Atlanta, GA",True,Twitter Web App,GA
2021-08-05 14:20:24,b'@taradublinrocks Make sure to place it next to your organ donation card so medical professionals know to not bother.',1423287779232862218,,None,None,0,None,Never surrender Blood,2020-04-25 14:08:59,2042,3050,1254049536760180736,"Colorado, USA",False,Twitter for Android,CO
2021-08-05 14:19:47,"b""#Organ donation #Cellular Memory Phenomena-Read 1st #thriller to explore #mystery 'Haunted from Within'\xe2\x80\xa6 https://t.co/7DB4e28RAx""",1423287622869282818,,None,None,0,Organ,Ian Irvine,2013-02-04 14:55:04,96,101,1148221298,,False,Dynamic Tweets,
2021-08-05 14:15:10,b'Organ donation can be a beautiful light in the midst of a tragedy. \xe2\x9d\xa4\xef\xb8\x8f Register to be a hero today at\xe2\x80\xa6 https://t.co/OBQck36fuF',1423286461856550913,,None,None,1,None,Donate Life FL,2009-08-05 22:16:04,2404,104,63275922,Florida,False,Hootsuite Inc.,FL
2021-08-05 14:02:07,b'Join us for a community discussion with individuals who have ties to organ transplantation. Hear stories and testim\xe2\x80\xa6 https://t.co/wFydPJlFzf',1423283177833992204,,None,None,0,None,Donate Life NC,2011-06-02 16:30:48,2571,1340,309757684,North Carolina,True,Hootsuite Inc.,NC
2021-08-05 13:58:49,b'@crabb_vicki @ChrisJohnsonMD @nyob7714 @AngelosPantone @BrowningNeelyn @UnclebuckJ @pawley_robert @JSAHolmes\xe2\x80\xa6 https://t.co/ZAQ2gHux4h',1423282346564808704,,None,None,0,None,𝕳𝖆𝖌𝖇𝖆𝖗𝖉,2017-12-14 18:22:20,1152,3064,941372800983498752,,False,Twitter Web App,
2021-08-05 13:50:07,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423280156295110671,,None,None,12,None,Sham,2017-05-23 23:49:45,546,569,867165687604760577,"North West, England",False,Twitter for iPhone,
2021-08-05 13:49:31,b'RT @DonateLife: August is National Minority Donor Awareness Month - a collaborative effort to save &amp; improve the quality of life of diverse\xe2\x80\xa6',1423280007523143694,,None,None,23,None,Gift of Life Michigan,2009-04-29 13:18:03,4006,3792,36354279,"Ann Arbor, Michigan",True,Twitter Web App,MI
2021-08-05 13:48:45,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1423279812810928132,,None,None,86,None,Rob  Wilson,2011-08-03 11:52:54,3326,257,347810094,Scotland,False,Twitter for Android,
2021-08-05 13:30:06,b'HEART OF HOPE\n\nOur fabulous Connie-Kiss Mee is part of this heartwarming film raising awareness of organ donation.\xe2\x80\xa6 https://t.co/NGg156knVQ',1423275119854727169,,None,None,0,None,Brown and Mills Kidz,2020-12-21 11:16:31,253,73,1340979246643220481,,False,Buffer,
2021-08-05 13:28:49,"b'RT @HHSGov: August marks National Minority Donor Awareness Month. Anyone in the U.S., regardless of ethnicity, can offer hope by registerin\xe2\x80\xa6'",1423274795458760707,,None,None,7,None,Ted Grimes,2016-10-22 17:42:09,186,490,789884562310631424,"Boston, MA",True,Twitter for iPad,MA
2021-08-05 13:25:16,b'The NI Assembly Committee for Health would like to hear your views on the Organ and Tissue (Deemed Consent) Bill. T\xe2\x80\xa6 https://t.co/uwJWI8dtZd',1423273904701857796,,None,None,3,None,Patient and Client Council,2010-07-16 08:52:54,5910,2349,167328290,Northern Ireland,False,Twitter Web App,
2021-08-05 13:21:28,b'Transplant Diagnostics Market worth USD 5.5 billion : Growing Public Awareness About Transplantation and Organ Dona\xe2\x80\xa6 https://t.co/6MKhjZFBzh',1423272946655768582,,None,None,0,None,EPR Network,2008-08-04 15:20:18,2059,160,15723264,US,True,eprnetwork,
2021-08-05 13:07:32,"b'RT @HHSGov: August marks National Minority Donor Awareness Month. Anyone in the U.S., regardless of ethnicity, can offer hope by registerin\xe2\x80\xa6'",1423269441828134912,,None,None,7,None,"Patrick Tineo NCMA, PTC",2020-02-06 22:53:15,3266,2410,1225553029577035777,"Massachusetts, USA",True,dlvr.it,MA
2021-08-05 13:03:36,"b'This doctor is with organ donation, right?'",1423268451586510848,,None,None,0,None,v⁵⁺⁺ 🍓🍑🍒 #슬의뚜,2019-05-30 16:25:19,788,183,1134133697274187777,IKSONG ENDGAME,False,Twitter for iPhone,
2021-08-05 13:00:04,"b'August marks National Minority Donor Awareness Month. Anyone in the U.S., regardless of ethnicity, can offer hope b\xe2\x80\xa6 https://t.co/aIj6qjwxJl'",1423267560280186883,,None,None,7,None,HHS.gov,2009-06-05 01:14:31,1100643,341,44783853,"Washington, D.C.",True,Sprinklr Publishing,WA
2021-08-05 12:00:46,"b""During August - National Minority Donor Awareness Month - nat'l organ donation groups provide education, encourage\xe2\x80\xa6 https://t.co/o9OTQouK24""",1423252638158757893,,None,None,1,None,National MOTTEP,2012-10-25 03:58:41,376,399,903158346,"Washington, DC",False,Hootsuite Inc.,WA
2021-08-05 11:44:37,b'RT @omeraziz001: Great privilege to be part of this team that is working tirelessly to promote discussion about organ donation. #childrensa\xe2\x80\xa6',1423248572812873735,,None,None,5,None,children’shospicecare,2021-02-18 08:00:51,455,261,1362311049861623843,"Horsham, England",False,Twitter for iPhone,
2021-08-05 11:41:09,b'@ilSharko @ShanPatriot Wait until you hear about the DRIVING passports the left want you to get!\nThey have your nam\xe2\x80\xa6 https://t.co/0LzwfefPjB',1423247703354580997,,None,None,0,None,DocJay *BLM*D,2020-02-26 12:43:43,517,773,1232647379129708546,,False,Twitter for Android,
2021-08-05 11:35:01,"b'RT @BJAJournals: ""Organ failure and the need for transplantation remain high in all countries. Unmet need can lead to death on the waiting\xe2\x80\xa6'",1423246158126886913,,None,None,3,None,Dave Lambert,2014-11-15 17:22:38,289,76,2878244325,"Leicester, England",False,Twitter for iPhone,
2021-08-05 11:28:48,"b""Emergency medical staffs' knowledge and attitude about organ donation after circulatory determined death (DCD) and\xe2\x80\xa6 https://t.co/Bqx9pRYdbi""",1423244596038049792,,None,None,0,None,Paramedic papers,2018-11-02 16:03:41,1813,292,1058389191271301122,Ambulance ,False,Twitter for iPhone,
2021-08-05 11:14:00,b'It could be right next to organ donation \xf0\x9f\x91\x8d https://t.co/Cp8JQJNzxo',1423240870397161478,,None,None,0,None,Colorado Girl 🏳️🏳️‍🌈🇺🇸,2020-10-06 04:30:04,283,444,1313335629128904704,"Greeley, CO",False,Twitter for iPhone,CO
2021-08-05 11:10:00,"b'""Organ failure and the need for transplantation remain high in all countries. Unmet need can lead to death on the w\xe2\x80\xa6 https://t.co/v8mHs7jOtZ'",1423239861784518656,,None,None,3,None,British Journal of Anaesthesia,2015-06-27 19:34:05,20766,812,3347940568,,True,TweetDeck,
2021-08-05 10:54:07,"b""RT @scotorgandonor: Has your life been transformed by organ or tissue donation? If so, we'd love to hear from you! Every transplant recipie\xe2\x80\xa6""",1423235867695583232,,None,None,3,None,Carolyn Reid💙🏴󠁧󠁢󠁳󠁣󠁴󠁿😷💉”,2016-02-01 23:56:22,114,125,4870806677,"Aberdeen, Scotland",False,Twitter for iPad,WA
2021-08-05 10:43:08,"b""RT @cristinacalgary: I've just tuned in @GrassandCo1 Instagram live with Pippa Kent! She has chatted about life after a double lung transpl\xe2\x80\xa6""",1423233099635249152,,None,None,2,None,Calvin Casino,2011-06-03 22:42:13,1505,5002,310535567,London England,True,Twitter for iPhone,
2021-08-05 10:42:33,b'@Sunilmed @amibanerjee1 @AmalLadMusic @AliRacaniere @SukhSDubb @SAHM_UK That would be great! I would be happy to ge\xe2\x80\xa6 https://t.co/hmLy9UrAoN',1423232956714336260,,None,None,0,None,Amrita Banerjee,2011-01-31 17:23:31,205,599,245422269,"London, England",True,Twitter for iPhone,
2021-08-05 10:19:28,b'RT @rbinducpm: Some of the decisions made at the cabinet meeting:\n- A state organ &amp; tissue transplant organisation (SOTO) will be set up to\xe2\x80\xa6',1423227146080821254,,None,None,6,None,Irshad Ali,2020-06-06 04:00:55,92,186,1269116913818439685,"Dubai, United Arab Emirates",True,Twitter for iPhone,
2021-08-05 10:10:41,b'RT @SLUHospital: There are thousands of people on the waiting list to receive an organ donation. That need could be greatly helped if more\xe2\x80\xa6',1423224935422517248,,None,None,7,None,Wisit Cheungpasitporn MD FACP | FASN | FAST,2017-06-26 03:36:17,1822,1930,879181495361044480,United States,True,Twitter for iPhone,
2021-08-05 09:57:11,b'Organ Donation Saves Lives... Pledge to donate organs Today... https://t.co/p06ecjO3gn',1423221536362696709,,None,None,0,None,SOTTO Goa,2021-07-01 09:53:59,39,84,1410537110780579849,,False,Twitter Web App,
2021-08-05 09:50:30,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423219855973617667,,None,None,12,None,DrKiranRahim,2019-01-22 21:00:59,128,81,1087817426480308225,,False,Twitter for Android,
2021-08-05 09:48:32,"b""@TAMillennial That's the amazing thing about organ donation. Someone may have messed up everything (nearly everythi\xe2\x80\xa6 https://t.co/QarRmst7Jh""",1423219362668834818,,None,None,0,None,P. E. Class,2021-01-16 10:54:34,386,814,1350395946601914368,"Seattle, WA",False,Twitter for iPhone,WA
2021-08-05 09:34:07,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423215734721765378,,None,None,12,None,UMaravia,2017-09-29 20:14:11,102,199,913859469850836993,Lancaster University,False,Twitter for iPhone,OH
2021-08-05 09:29:03,b'RT @rbinducpm: Some of the decisions made at the cabinet meeting:\n- A state organ &amp; tissue transplant organisation (SOTO) will be set up to\xe2\x80\xa6',1423214456742445059,,None,None,6,None,Aswin K Mohandas,2016-02-26 16:07:54,1050,572,703250144016388096,NGC 869,True,Twitter for Android,
2021-08-05 09:23:55,b'RT @rbinducpm: Some of the decisions made at the cabinet meeting:\n- A state organ &amp; tissue transplant organisation (SOTO) will be set up to\xe2\x80\xa6',1423213165467160583,,None,None,6,None,Lakshmi 🌈,2013-10-14 17:17:46,820,1593,714746519,Likely dissociating somewhere,True,Twitter for Android,
2021-08-05 09:21:43,"b""RT @FuneralNotices: According to the NHS organ donation website you could save up to 9 lives by donating your organs after death.  Today's\xe2\x80\xa6""",1423212613568286722,,None,None,1,None,ya boi retweet boss,2014-03-06 14:11:22,1854,12,2375424140,,True,JuiceStain2k18,
2021-08-05 09:19:10,b'RT @rbinducpm: Some of the decisions made at the cabinet meeting:\n- A state organ &amp; tissue transplant organisation (SOTO) will be set up to\xe2\x80\xa6',1423211970816212993,,None,None,6,None,Sivaram ⚒️☭,2020-03-29 05:44:59,987,1021,1244138393971220481,"Irinjalakuda, India",False,Twitter for Android,
2021-08-05 09:16:34,b'RT @rbinducpm: Some of the decisions made at the cabinet meeting:\n- A state organ &amp; tissue transplant organisation (SOTO) will be set up to\xe2\x80\xa6',1423211318564229120,,None,None,6,None,Comrade From Kerala #SaveLakshadweep,2018-04-27 16:49:52,21099,2981,989909505432608768,,True,Twitter for iPhone,
2021-08-05 09:16:15,b'Some of the decisions made at the cabinet meeting:\n- A state organ &amp; tissue transplant organisation (SOTO) will be\xe2\x80\xa6 https://t.co/ZUXcilbUgC',1423211235026243591,,None,None,6,None,Dr R Bindu,2020-10-26 14:44:07,3412,26,1320737873457410055,,False,Twitter for Android,
2021-08-05 09:10:23,"b""RT @scotorgandonor: Has your life been transformed by organ or tissue donation? If so, we'd love to hear from you! Every transplant recipie\xe2\x80\xa6""",1423209761584123908,,None,None,3,None,Tiberius Gracchus,2011-06-04 20:09:21,878,1059,311045157,,True,Twitter Web App,
2021-08-05 09:06:00,"b""Has your life been transformed by organ or tissue donation? If so, we'd love to hear from you! Every transplant rec\xe2\x80\xa6 https://t.co/SFM9Xmydvf""",1423208656179548164,,None,None,3,None,Organ Donation Scotland,2014-10-01 13:00:12,2135,358,2797936835,,True,TweetDeck,
2021-08-05 09:04:04,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423208170667843584,,None,None,12,None,Usman Khalid,2019-03-04 03:47:53,326,428,1102415338950615040,"Cardiff, Wales",False,Twitter for iPhone,
2021-08-05 09:02:34,"b""@Sunilmed @amibanerjee1 @odissidancing @AmalLadMusic @SukhSDubb @SAHM_UK Wow! Why don't we do a art collaboration e\xe2\x80\xa6 https://t.co/yAVZrr9wvq""",1423207791687241729,,None,None,0,None,Sarah Ali FRSA 💙,2018-09-14 13:43:45,2705,1662,1040596967452233728,,True,Twitter for Android,
2021-08-05 08:55:33,b'@tightNleather Trouble is they are the ones spreading it then we have to pay for it.\nHow many of them would happily\xe2\x80\xa6 https://t.co/1XbO6CmQmg',1423206026304753666,,None,None,0,None,James Southport,2020-04-29 14:08:22,108,270,1255499134775238657,"Leicester, England",False,Twitter for iPhone,
2021-08-05 08:51:30,b'According to the NHS organ donation website you could save up to 9 lives by donating your organs after death.  Toda\xe2\x80\xa6 https://t.co/u8VgcmrDwB',1423205007185387522,,None,None,1,None,funeral-notices.co.uk,2019-05-01 11:56:07,311,281,1123556701700018177,"England, United Kingdom",False,Hootsuite Inc.,
2021-08-05 08:51:27,b'I will be giving a session about Organ Donation Awareness at Institute of Home Economics and Netaji Subhas Universi\xe2\x80\xa6 https://t.co/WYr1fbBkAT',1423204994564575238,,None,None,0,None,Shivam Nagpal 🇮🇳,2019-09-25 18:59:22,115,88,1176934200923918336,,False,Twitter for iPhone,
2021-08-05 08:49:24,"b""@Johntheduncan kidney donation enthusiast, is it? well I'll be having both of those, forced organ removals are unha\xe2\x80\xa6 https://t.co/MdjPPmr49E""",1423204480674377730,,None,None,0,None,World's Stongest Man,2020-09-10 16:52:52,292,428,1304100480851861505,,False,Twitter for Android,
2021-08-05 08:39:21,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423201948661166080,,None,None,12,None,Fez Awan,2009-02-21 16:45:38,1128,1657,21497872,U.K,False,Twitter for iPhone,
2021-08-05 08:30:20,b'Waiting lists in India are broadly divided on the basis of how serious the ailment is and how fast does a person ne\xe2\x80\xa6 https://t.co/wm88SKZajO',1423199679899049984,,None,None,0,None,I Gift Life,2017-08-06 10:41:42,44,26,894146455304261632,"Pune, India",True,Twitter for Android,
2021-08-05 08:19:16,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423196898446516234,,None,None,12,None,Sherifat Abdulkadir Muhammad Kamal,2018-09-25 12:32:29,157,450,1044565301352894464,,False,Twitter Web App,
2021-08-05 07:51:37,"b'RT @NottoIndia: Pass on the gift of life by donating your organs. For a life after your death, pledge organ donation today. #OrganDonation\xe2\x80\xa6'",1423189938254671873,,None,None,37,OrganDonation,DHRUVA MUKESH SHARMA,2016-04-14 15:27:31,211,4494,720634596312924160,"Jaipur, India",True,Twitter for Android,
2021-08-05 07:48:53,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423189249491353602,,None,None,12,None,Shafi Malik,2010-05-23 17:38:50,26,28,147271859,Birmingham ,False,Twitter Web App,AL
2021-08-05 07:26:42,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423183666151317505,,None,None,12,None,samira ben Omar,2010-11-14 17:59:30,889,1144,215704266,,True,Twitter for iPhone,
2021-08-05 07:15:36,b'RT @SLUHospital: There are thousands of people on the waiting list to receive an organ donation. That need could be greatly helped if more\xe2\x80\xa6',1423180875198607362,,None,None,7,None,Living Donor Community of Practice (LDCOP) - AST,2019-04-28 11:44:02,862,1202,1122466498784657408,@AST_info,False,Twitter Web App,
2021-08-05 07:14:52,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423180691202846723,,None,None,12,None,Blackpool NHS Chaplaincy,2018-05-29 10:51:02,605,903,1001415614613901312,"Blackpool, England",False,Twitter for Android,
2021-08-05 07:14:25,b'RT @BritishIMA: BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send us all y\xe2\x80\xa6',1423180577423888385,,None,None,12,None,Ian Baxter,2019-11-01 16:21:08,322,705,1190302719573209089,,False,Twitter for Android,
2021-08-05 07:13:56,b'RT @omeraziz001: Great privilege to be part of this team that is working tirelessly to promote discussion about organ donation. #childrensa\xe2\x80\xa6',1423180456816750595,,None,None,5,None,Angie Scales 💙,2011-12-14 23:06:51,646,1164,437043381,,False,Twitter for Android,
2021-08-05 07:11:08,b'Great privilege to be part of this team that is working tirelessly to promote discussion about organ donation.\xe2\x80\xa6 https://t.co/qLqywIIMkP',1423179748482732032,,None,None,5,None,Omer Aziz,2013-07-06 20:26:50,833,2754,1573568028,"Bristol, England",False,Twitter for iPhone,RI
2021-08-05 06:57:07,"b'RT @NottoIndia: Pass on the gift of life by donating your organs. For a life after your death, pledge organ donation today. #OrganDonation\xe2\x80\xa6'",1423176221605601283,,None,None,37,OrganDonation,ROTTO NORTH,2021-06-28 06:33:46,19,16,1409399502184665088,ROTTO PGIMER SECTOR 12 CHD,True,Twitter Web App,FL
2021-08-05 06:55:53,"b'RT @midamtransplant: Know why these people are amazing? Not only are they dedicated advocates for organ and tissue donation, but they are v\xe2\x80\xa6'",1423175914427408388,,None,None,1,None,SLU Nephrons,2016-11-23 13:26:07,2479,2461,801416540784590850,"St. Louis, MO",True,Twitter Web App,MO
2021-08-05 06:55:27,b'@Fashionopolis @nitika_bh My husband @ZarathustrMehta  is a liver transplant surgeon so I can imagine how your orga\xe2\x80\xa6 https://t.co/qEMhkRnICx',1423175801650835461,,None,None,0,None,iamjustavisualperson,2013-02-20 12:56:43,2486,2980,1200930080,Bangalore/Muscat,True,Twitter Web App,
2021-08-05 06:54:32,"b'RT @aortmannphd: We successfully replicated J&amp;G\xe2\x80\x99s (2003) finding: if organ donation is the default option, people are more inclined to cons\xe2\x80\xa6'",1423175572461662211,,None,None,3,None,Dennis A V Dittrich,2009-02-07 21:33:52,7809,580,20334731,"Berlin, Germany",False,Twitter Web App,
2021-08-05 06:51:03,b'@amibanerjee1 @odissidancing @AmalLadMusic @AliRacaniere @SukhSDubb @SAHM_UK Thank you- this is wonderful. We promo\xe2\x80\xa6 https://t.co/kPTDA4dFuV',1423174694400794638,,None,None,0,None,Sunil Shroff,2009-02-08 18:06:56,1976,952,20381389,"Chennai, Tamil Nadu, India",True,Twitter for iPhone,
2021-08-05 06:31:13,"b""RT @RarediseasesSA: If you're considering becoming an organ donor but have some concerns or hesitations - join us this evening at 8pm on FB\xe2\x80\xa6""",1423169706786177027,,None,None,5,None,IAPO,2010-08-20 09:46:24,3460,1650,180728609,London,True,Twitter for Android,
2021-08-05 06:23:05,b'BIMA\xe2\x80\x99s Organ Donation Team will be taking on Ben Nevis on 14/08 \nOur aim is to promote discussion about OD so send\xe2\x80\xa6 https://t.co/uLT8dQYgor',1423167657428271105,,None,None,12,None,British Islamic Medical Association,2013-06-16 12:32:53,4246,429,1522103095,UK,False,Hootsuite Inc.,
2021-08-05 06:14:42,"b'A resolution to solve organ donation crisis in Gujarat.\n\nOn World Organ Donation Day (13th August, 2021) we come to\xe2\x80\xa6 https://t.co/VvBI0Kwrte'",1423165548003610627,,None,None,0,None,One Million Pledge,2021-07-30 07:21:57,3,1,1421008061771046914,,False,Twitter Web App,
2021-08-05 06:08:43,b'@gorjesser the majority of Western countries have proved consistently over the past two years that that is complete\xe2\x80\xa6 https://t.co/rtndtT3VUH',1423164040843464711,,None,None,0,None,John Yoo,2010-09-15 12:10:14,40127,728,191014838,Republic of Korea,True,Twitter for Android,
2021-08-05 06:05:35,b'@irrelevantskel @yohagolasbromas @belindie46 @selenagomez There is literally a sitcom about organ donation on CBS.',1423163252343664645,,None,None,0,None,Crash_Override,2009-05-30 13:05:56,94,296,43524947,"Orange, CA",True,Twitter for Android,NJ
2021-08-05 06:03:06,b'RT @PrafulaShah: Excited to share the Tribute To Life project addressing organ donation needs across the Commonwealth. Please help spread t\xe2\x80\xa6',1423162627476398082,,None,None,3,None,Gift-Life,2018-08-13 17:06:44,239,340,1029051638064054273,,False,Twitter for Android,
2021-08-05 05:49:11,b'RT @PrafulaShah: Excited to share the Tribute To Life project addressing organ donation needs across the Commonwealth. Please help spread t\xe2\x80\xa6',1423159125744160768,,None,None,3,None,Share Your Wishes,2017-10-22 11:49:53,3340,2706,922067480612360193,Sussex United Kingdom ,True,Twitter for iPhone,
2021-08-05 05:11:03,b'RT @NHSOrganDonor: Save the date!\n\nThe BIGGEST ever Organ Donation Week is coming...\n\n20th - 26th September 2021 \xf0\x9f\x92\x97 https://t.co/6H7Q5yrWaI',1423149530485252096,,None,None,86,None,Julie Denoual,2012-02-09 14:18:47,731,353,487573004,"Bolton, England",True,Twitter for iPhone,
2021-08-05 04:48:08,b'RT @NottoIndia: #OrganDonation is the way to continue to live forever. Pledge organ donation today #SwasthaBharat\n@PMOIndia\n@mansukhmandviy\xe2\x80\xa6',1423143762234986497,,None,None,60,OrganDonation,Shivani,2021-07-03 05:58:47,1,2,1411202692630732804,,False,Twitter for Android,
2021-08-05 04:44:06,"b'RT @NottoIndia: Pass on the gift of life by donating your organs. For a life after your death, pledge organ donation today. #OrganDonation\xe2\x80\xa6'",1423142750002630658,,None,None,37,OrganDonation,Meenakshi,2021-07-02 07:00:55,9,7,1410855942879547396,,False,Twitter Web App,
2021-08-05 04:42:47,"b'RT @giselefetterman: Nearly 110,000 people across the nation are waiting for a life-saving transplant. One person can save the lives of as\xe2\x80\xa6'",1423142415628574722,,None,None,32,None,🔮SCR🖤🦇,2015-12-30 02:52:22,71,669,4675966597,,False,Twitter for iPad,
2021-08-05 04:42:30,"b'RT @NottoIndia: Pass on the gift of life by donating your organs. For a life after your death, pledge organ donation today. #OrganDonation\xe2\x80\xa6'",1423142345541750784,,None,None,37,OrganDonation,Chander Prakash,2021-07-02 04:58:03,8,2,1410825019714723841,,False,Twitter for Android,
2021-08-05 04:39:44,"b'RT @NottoIndia: Donate organs, donate life. #OrganDonation is the way to continue to live forever. Pledge organ donation today. #SwasthaBha\xe2\x80\xa6'",1423141647597015049,,None,None,73,OrganDonation,Shivani,2021-07-03 05:58:47,1,2,1411202692630732804,,False,Twitter for Android,
2021-08-05 04:30:20,b'RT @LaurenHerschel: This is yet another example of what is possible when people are given a second chance through organ donation (in Jillia\xe2\x80\xa6',1423139283804766211,,None,None,1,None,LndOntRetweets,2015-09-19 17:55:27,4725,1,3618354350,"London, Ontario",True,LndOntRetweet,
2021-08-05 04:30:15,b'This is yet another example of what is possible when people are given a second chance through organ donation (in Ji\xe2\x80\xa6 https://t.co/lGccJn7NZi',1423139261126090752,,None,None,1,None,Lauren Herschel,2011-02-07 23:03:21,6313,4235,248890582,Ward 11 Calgary,True,Twitter for iPhone,DC
2021-08-05 03:51:17,b'RT @LifeShareOK: Organ &amp; tissue donation transcends our differences. Through donation we realize that we\xe2\x80\x99re all the same on the inside and\xe2\x80\xa6',1423129457192316928,,None,None,9,None,Richard In NoLa,2016-08-31 14:46:02,19,233,770996069358456832,"New Orleans, LA",False,Twitter for Android,LA
2021-08-05 03:40:17,b'RT @dianaberrent: @thegarance @CMSGov If you never got a Covid dx (like most in Spring 2020) and you ultimately die of #LongCovid\xe2\x80\xa6 if you\xe2\x80\x99r\xe2\x80\xa6',1423126689979240452,,None,None,2,LongCovid,Sue M.,2012-04-21 18:46:43,4053,4807,559788124,New York State,False,Twitter for Android,NY
2021-08-05 03:32:36,b'RT @VUMCTransplant: We are so proud to be the number one hospital for organ donation in the country #donatelife',1423124754337353731,,None,None,10,donatelife,Ashley Spann,2019-06-05 02:51:43,546,601,1136103275172900869,,False,Twitter for iPhone,
2021-08-05 03:29:04,"b'RT @officialmsgfans: With the inspiration of Saint Dr. @Gurmeetramrahim Ji, millions of people @derasachasauda have pledged to serve the hu\xe2\x80\xa6'",1423123864469458944,,None,None,343,None,Vishal Singh,2021-03-03 01:31:52,2,11,1366924189928624129,,False,Twitter for Android,
2021-08-05 02:40:38,"b""Would you let someone have sex with you against your will? Because that's one thing that would be legal if bodily a\xe2\x80\xa6 https://t.co/R3EtiiLeVw""",1423111677860536321,,None,None,0,None,Chronically Chels (she/her),2021-03-02 15:09:43,613,1483,1366767623074103296,The Burrow,False,Twitter for Android,
2021-08-05 02:37:22,b'RT @jeff_burrow: So grateful to have seen Jillian finish the last of km of the 52km across Lake Ontario. She was swimming as an organ donat\xe2\x80\xa6',1423110855969943553,,None,None,1,None,LndOntRetweets,2015-09-19 17:55:27,4725,1,3618354350,"London, Ontario",True,LndOntRetweet,
